bet0_f,spe1,s,maxstp,EP_dens_on,Bdens,Adens,Beam Ion Effective Temp(keV),Ion Temp(keV),Thermal Pressure(kPa),Tor Rot(km/s),gam,om_r,gam_var,om_r_var
0.0067,1,5000000.0,2500,1,0.1,10,40,0,0,0,0.0770666,0.19533199999999998,0.0,8.038664115703245e-34
0.0067,1,5000000.0,2500,1,0.1,10,60,0,0,0,0.0610235,0.215059,0.0,0.0
0.0067,1,5000000.0,2500,1,0.3,0.5,0,0,0,0,0.00518550125,0.00589786875,1.333687870706522e-08,2.390292643750001e-08
0.0067,1,5000000.0,2500,1,0.3,0.5,10,0,0,0,0.005224675833333334,0.0059093725,1.1015638607971017e-08,3.21864804565218e-09
0.0067,1,5000000.0,2500,1,0.3,0.5,20,0,0,0,0.005225932083333333,0.005886549166666667,1.1220090878079737e-08,3.338633034057967e-09
0.0067,1,5000000.0,2500,1,0.3,0.5,30,0,0,0,0.0052126141666666665,0.005882095416666666,1.1941778155797102e-08,3.848472895471025e-09
0.0067,1,5000000.0,2500,1,0.3,0.5,40,0,0,0,0.0051212929166666666,0.005479753333333333,3.9223853751992764e-08,3.3255391164057973e-07
0.0067,1,5000000.0,2500,1,0.3,0.5,60,0,0,0,0.00522317375,0.005859535416666666,1.2383525911413046e-08,3.7119714693840475e-09
0.0067,1,5000000.0,2500,1,0.3,2,0,0,0,0,0.013847400000000001,0.161986,3.14010317019658e-36,0.0
0.0067,1,5000000.0,2500,1,0.3,2,10,0,0,0,0.0170498,0.172949,0.0,0.0
0.0067,1,5000000.0,2500,1,0.3,2,20,0,0,0,0.0153349,0.182867,0.0,0.0
0.0067,1,5000000.0,2500,1,0.3,2,30,0,0,0,0.0104685,0.190794,0.0,0.0
0.0067,1,5000000.0,2500,1,0.3,2,40,0,0,0,0.005209737083333333,0.005882733750000001,1.3990203047644943e-08,3.800386215760869e-09
0.0067,1,5000000.0,2500,1,0.3,2,60,0,0,0,0.0053206508333333334,0.05986979875,3.1184047557971024e-09,0.0002473578718742114
0.0067,1,5000000.0,2500,1,0.3,5,0,0,0,0,0.009582141666666667,0.039697937499999995,3.156542492753592e-10,1.8976238097826178e-08
0.0067,1,5000000.0,2500,1,0.3,5,10,0,0,0,0.0151275,0.174023,0.0,0.0
0.0067,1,5000000.0,2500,1,0.3,5,20,0,0,0,0.015670808333333335,0.18436108333333334,8.253623188433718e-14,7.971014492769567e-14
0.0067,1,5000000.0,2500,1,0.3,5,30,0,0,0,0.013479683333333334,0.061815,1.4492753623519085e-15,0.0
0.0067,1,5000000.0,2500,1,0.3,5,40,0,0,0,0.015129700000000001,0.0652466,3.14010317019658e-36,0.0
0.0067,1,5000000.0,2500,1,0.3,5,60,0,0,0,0.0166428,0.0710103,0.0,0.0
0.0067,1,5000000.0,2500,1,0.3,8,0,0,0,0,0.014359462499999998,0.04809682916666667,9.27950418478258e-09,3.277701286231809e-09
0.0067,1,5000000.0,2500,1,0.3,8,10,0,0,0,0.0183129,0.0586872,0.0,0.0
0.0067,1,5000000.0,2500,1,0.3,8,20,0,0,0,0.0207534,0.0631144,0.0,0.0
0.0067,1,5000000.0,2500,1,0.3,8,30,0,0,0,0.0218761,0.0667816,0.0,0.0
0.0067,1,5000000.0,2500,1,0.3,8,40,0,0,0,0.0223426,0.069917,0.0,0.0
0.0067,1,5000000.0,2500,1,0.3,8,60,0,0,0,0.022035700000000002,0.0749615,1.256041268078632e-35,0.0
0.0067,1,5000000.0,2500,1,0.3,10,0,0,0,0,0.023906799999999995,0.0576447,1.256041268078632e-35,0.0
0.0067,1,5000000.0,2500,1,0.3,10,10,0,0,0,0.026228,0.062815,0.0,0.0
0.0067,1,5000000.0,2500,1,0.3,10,20,0,0,0,0.026976,0.0671883,0.0,0.0
0.0067,1,5000000.0,2500,1,0.3,10,30,0,0,0,0.0269112,0.0707582,0.0,0.0
0.0067,1,5000000.0,2500,1,0.3,10,40,0,0,0,0.026344500000000003,0.0736932,1.256041268078632e-35,0.0
0.0067,1,5000000.0,2500,1,0.3,10,60,0,0,0,0.0241807,0.0780086,0.0,0.0
0.0067,1,5000000.0,2500,1,0.6,0.5,0,0,0,0,0.004448940833333334,0.0032640670833333336,1.0786331303623185e-08,2.530118159172102e-07
0.0067,1,5000000.0,2500,1,0.6,0.5,10,0,0,0,0.005126893333333334,0.005529692916666666,4.347665914492756e-08,4.0585546790851444e-07
0.0067,1,5000000.0,2500,1,0.6,0.5,20,0,0,0,0.005184578333333333,0.005752801249999999,1.769316184057971e-08,7.331484816793483e-08
0.0067,1,5000000.0,2500,1,0.6,0.5,30,0,0,0,0.005210520416666666,0.0058706999999999995,1.2004712256340577e-08,4.538496252173918e-09
0.0067,1,5000000.0,2500,1,0.6,0.5,40,0,0,0,0.00521196375,0.005829000416666667,1.2677412415760855e-08,9.44383703025363e-09
0.0067,1,5000000.0,2500,1,0.6,0.5,60,0,0,0,0.00518942,0.0057441475,1.6645895139130448e-08,4.575215601956522e-08
0.0067,1,5000000.0,2500,1,0.6,2,0,0,0,0,0.00519288375,0.0059943154166666665,1.1218320441847823e-08,3.613865712862322e-09
0.0067,1,5000000.0,2500,1,0.6,2,10,0,0,0,0.005185775,0.00582373375,1.5698086617391294e-08,3.798000474619564e-08
0.0067,1,5000000.0,2500,1,0.6,2,20,0,0,0,0.005156866666666666,0.0056851175000000006,2.4240282197101428e-08,1.1837398505434785e-07
0.0067,1,5000000.0,2500,1,0.6,2,30,0,0,0,0.005210155416666667,0.005887429583333333,1.3016522721557981e-08,4.156161786775359e-09
0.0067,1,5000000.0,2500,1,0.6,2,40,0,0,0,0.00520716875,0.005853569166666667,1.4177398654891312e-08,7.826115773188394e-09
0.0067,1,5000000.0,2500,1,0.6,2,60,0,0,0,0.005193043333333334,0.005793213333333334,1.799556658840581e-08,3.1940917892753593e-08
0.0067,1,5000000.0,2500,1,0.6,5,0,0,0,0,0.0048217225,0.02090297916666667,1.39510930123913e-07,0.00014142926192604275
0.0067,1,5000000.0,2500,1,0.6,5,10,0,0,0,0.005088934583333334,0.03411698041666667,4.835434495471007e-09,5.6241598804943306e-05
0.0067,1,5000000.0,2500,1,0.6,5,20,0,0,0,0.004987371666666667,0.03900392083333333,5.788389257971024e-09,6.91959580269384e-05
0.0067,1,5000000.0,2500,1,0.6,5,30,0,0,0,0.0047098537499999996,0.03431849875,1.2936775865923917e-07,0.0003250571474750201
0.0067,1,5000000.0,2500,1,0.6,5,40,0,0,0,0.0043202739166666665,0.0147986575,3.6480060037664267e-06,0.00022041472116218476
0.0067,1,5000000.0,2500,1,0.6,5,60,0,0,0,0.00477967125,0.03839779041666667,1.9571340826358696e-07,0.0007154371105536042
0.0067,1,5000000.0,2500,1,0.6,8,0,0,0,0,0.005991158333333334,0.03219109583333333,7.159710144930452e-14,2.7334329710147095e-11
0.0067,1,5000000.0,2500,1,0.6,8,10,0,0,0,0.006095297916666667,0.03807880833333333,1.0063128623189038e-12,1.3801938405797042e-09
0.0067,1,5000000.0,2500,1,0.6,8,20,0,0,0,0.005712691666666666,0.043170837499999996,1.6732675362319002e-11,5.893662445652234e-09
0.0067,1,5000000.0,2500,1,0.6,8,30,0,0,0,0.00505570625,0.04567778749999999,2.9628831450543474e-08,3.942828923418478e-05
0.0067,1,5000000.0,2500,1,0.6,8,40,0,0,0,0.0047516920833333325,0.02875119625,2.9186731765199275e-07,0.0005043536800387288
0.0067,1,5000000.0,2500,1,0.6,8,60,0,0,0,0.00979443,0.267031,0.0,0.0
0.0067,1,5000000.0,2500,1,0.6,10,0,0,0,0,0.0054467312500000005,0.03213492083333333,2.528015923913074e-11,5.650550669384057e-07
0.0067,1,5000000.0,2500,1,0.6,10,10,0,0,0,0.005129215833333333,0.03479815916666667,2.1763197297101506e-09,6.979523265792971e-05
0.0067,1,5000000.0,2500,1,0.6,10,20,0,0,0,0.005627569166666666,0.02613032708333333,3.232120162903623e-06,0.0003371677885333433
0.0067,1,5000000.0,2500,1,0.6,10,30,0,0,0,0.004484689583333333,0.01246611625,2.6421515087606883e-06,0.00015410701725919836
0.0067,1,5000000.0,2500,1,0.6,10,40,0,0,0,0.004731026041666667,0.09197617125,2.0013707701499546e-06,0.012023516790868575
0.0067,1,5000000.0,2500,1,0.6,10,60,0,0,0,0.0138237,0.264231,0.0,0.0
0.0067,1,5000000.0,2500,1,0.9,0.5,0,0,0,0,0.004728832916666668,0.0041401475,7.81546049606884e-08,9.69335569028261e-07
0.0067,1,5000000.0,2500,1,0.9,0.5,10,0,0,0,0.005219673333333333,0.005903501666666666,1.1865875901449275e-08,3.567068292753623e-09
0.0067,1,5000000.0,2500,1,0.9,0.5,20,0,0,0,0.0052091283333333335,0.005817238333333335,1.3890219771014497e-08,2.4669650249275357e-08
0.0067,1,5000000.0,2500,1,0.9,0.5,30,0,0,0,0.005023195416666667,0.00508588875,8.03481819389493e-08,8.907680645157608e-07
0.0067,1,5000000.0,2500,1,0.9,0.5,40,0,0,0,0.005154557083333333,0.00558582125,3.135841270851446e-08,2.3258383584619576e-07
0.0067,1,5000000.0,2500,1,0.9,0.5,60,0,0,0,0.0050487100000000005,0.005167737499999999,7.290549372173916e-08,7.62057550402174e-07
0.0067,1,5000000.0,2500,1,0.9,2,0,0,0,0,0.0052156400000000006,0.0059483900000000004,1.129067481739133e-08,3.357136634782604e-09
0.0067,1,5000000.0,2500,1,0.9,2,10,0,0,0,0.0052214225,0.005913882083333333,1.1670351715217411e-08,3.3573934693840566e-09
0.0067,1,5000000.0,2500,1,0.9,2,20,0,0,0,0.0050942875,0.005436945416666668,5.259746611521738e-08,5.005060087563406e-07
0.0067,1,5000000.0,2500,1,0.9,2,30,0,0,0,0.005223925,0.005871730416666668,1.1935666721739128e-08,4.367758369384055e-09
0.0067,1,5000000.0,2500,1,0.9,2,40,0,0,0,0.005200082083333333,0.005780597083333334,1.737684672155795e-08,3.9854233143297096e-08
0.0067,1,5000000.0,2500,1,0.9,2,60,0,0,0,0.005224874583333333,0.005847519166666666,1.226341807807972e-08,4.590460747101452e-09
0.0067,1,5000000.0,2500,1,0.9,5,0,0,0,0,0.00522423,0.005916352916666667,1.0379650069565205e-08,5.693482673731889e-09
0.0067,1,5000000.0,2500,1,0.9,5,10,0,0,0,0.005235182083333334,0.005895280833333333,9.914412608514492e-09,3.5214062166666725e-09
0.0067,1,5000000.0,2500,1,0.9,5,20,0,0,0,0.0050284225,0.0051612645833333335,9.331693449782604e-08,9.728803438780797e-07
0.0067,1,5000000.0,2500,1,0.9,5,30,0,0,0,0.0051224225,0.005443793749999999,5.950635389782605e-08,5.631781459635869e-07
0.0067,1,5000000.0,2500,1,0.9,5,40,0,0,0,0.005165973333333333,0.005571156250000001,4.091280516231882e-08,3.385185337201088e-07
0.0067,1,5000000.0,2500,1,0.9,5,60,0,0,0,0.005128222083333333,0.005423274583333333,6.263223973894927e-08,5.968247276085145e-07
0.0067,1,5000000.0,2500,1,0.9,8,0,0,0,0,0.005158058333333333,0.005668296666666667,3.726155435362322e-08,3.063219223101449e-07
0.0067,1,5000000.0,2500,1,0.9,8,10,0,0,0,0.00523647125,0.005896094583333333,1.0166808594021734e-08,3.409652791123186e-09
0.0067,1,5000000.0,2500,1,0.9,8,20,0,0,0,0.00515912125,0.00558595375,3.9156903341847837e-08,3.3932509174619573e-07
0.0067,1,5000000.0,2500,1,0.9,8,30,0,0,0,0.0051047979166666665,0.005359468333333333,6.897931108677535e-08,6.743856051362318e-07
0.0067,1,5000000.0,2500,1,0.9,8,40,0,0,0,0.005159964166666667,0.0055457329166666664,4.2425982494927565e-08,3.725605452389493e-07
0.0067,1,5000000.0,2500,1,0.9,8,60,0,0,0,0.005179707916666667,0.005621819583333333,3.226482793025362e-08,2.4821713170851453e-07
0.0067,1,5000000.0,2500,1,0.9,10,0,0,0,0,0.005191427916666667,0.005807373333333333,2.278462819981882e-08,1.636261151188405e-07
0.0067,1,5000000.0,2500,1,0.9,10,10,0,0,0,0.005228001666666667,0.005877169583333332,1.0114993666666669e-08,1.0043037569384057e-08
0.0067,1,5000000.0,2500,1,0.9,10,20,0,0,0,0.005203587916666667,0.005742265833333334,1.959712386068842e-08,1.3298939812971014e-07
0.0067,1,5000000.0,2500,1,0.9,10,30,0,0,0,0.005206514166666666,0.0057220654166666675,1.9107394807971007e-08,1.226896443041667e-07
0.0067,1,5000000.0,2500,1,0.9,10,40,0,0,0,0.005247938333333334,0.0058564475000000005,9.40731888405795e-09,3.410107132608691e-09
0.0067,1,5000000.0,2500,1,0.9,10,60,0,0,0,0.005246129166666666,0.005858735833333333,9.779062981884058e-09,3.1123949471014526e-09
0.0086,1,5000000.0,2500,1,0.1,0.5,0,0,0,0,0.00520925375,0.0064263233333333334,1.1288193433152168e-08,1.124432944605797e-06
0.0086,1,5000000.0,2500,1,0.1,0.5,10,0,0,0,0.005216123333333333,0.005940631250000001,1.1234827840579726e-08,3.3199569244565213e-09
0.0086,1,5000000.0,2500,1,0.1,0.5,20,0,0,0,0.005207998750000001,0.00590526,1.1565984411413053e-08,3.985037017391308e-09
0.0086,1,5000000.0,2500,1,0.1,0.5,30,0,0,0,0.005133330833333334,0.005540678333333333,3.539636567753624e-08,2.893272231449275e-07
0.0086,1,5000000.0,2500,1,0.1,0.5,40,0,0,0,0.005217838750000001,0.005855583333333333,1.2171701941847839e-08,5.157680918840574e-09
0.0086,1,5000000.0,2500,1,0.1,0.5,60,0,0,0,0.00440623,0.0035207808333333327,1.0075501295652173e-08,2.770390363818841e-07
0.0086,1,5000000.0,2500,1,0.1,2,0,0,0,0,0.0372046,0.148964,0.0,0.0
0.0086,1,5000000.0,2500,1,0.1,2,10,0,0,0,0.0364307,0.164385,0.0,0.0
0.0086,1,5000000.0,2500,1,0.1,2,20,0,0,0,0.034158,0.177442,0.0,0.0
0.0086,1,5000000.0,2500,1,0.1,2,30,0,0,0,0.0303403,0.188011,0.0,0.0
0.0086,1,5000000.0,2500,1,0.1,2,40,0,0,0,0.0250517,0.19653599999999996,0.0,8.038664115703245e-34
0.0086,1,5000000.0,2500,1,0.1,2,60,0,0,0,0.011345805833333333,0.2022945416666667,4.0462246167471e-06,0.000294478954259058
0.0086,1,5000000.0,2500,1,0.1,5,0,0,0,0,0.0743431,0.137067,0.0,0.0
0.0086,1,5000000.0,2500,1,0.1,5,10,0,0,0,0.0739249,0.154378,0.0,0.0
0.0086,1,5000000.0,2500,1,0.1,5,20,0,0,0,0.0709988,0.169042,0.0,0.0
0.0086,1,5000000.0,2500,1,0.1,5,30,0,0,0,0.0666769,0.18185299999999996,0.0,8.038664115703245e-34
0.0086,1,5000000.0,2500,1,0.1,5,40,0,0,0,0.061397200000000006,0.193091,5.024165072314528e-35,0.0
0.0086,1,5000000.0,2500,1,0.1,5,60,0,0,0,0.0487935,0.21096100000000004,0.0,8.038664115703245e-34
0.0086,1,5000000.0,2500,1,0.1,8,0,0,0,0,0.0976282,0.128595,0.0,0.0
0.0086,1,5000000.0,2500,1,0.1,8,10,0,0,0,0.0977139,0.148658,0.0,0.0
0.0086,1,5000000.0,2500,1,0.1,8,20,0,0,0,0.0948604,0.165605,0.0,0.0
0.0086,1,5000000.0,2500,1,0.1,8,30,0,0,0,0.09013149999999999,0.180271,2.0096660289258113e-34,0.0
0.0086,1,5000000.0,2500,1,0.1,8,40,0,0,0,0.0840804,0.193079,0.0,0.0
0.0086,1,5000000.0,2500,1,0.1,8,60,0,0,0,0.0692005,0.213588,0.0,0.0
0.0086,1,5000000.0,2500,1,0.1,10,0,0,0,0,0.110188,0.12394,0.0,0.0
0.0086,1,5000000.0,2500,1,0.1,10,10,0,0,0,0.110576,0.145623,0.0,0.0
0.0086,1,5000000.0,2500,1,0.1,10,20,0,0,0,0.10782600000000002,0.164072,2.0096660289258113e-34,0.0
0.0086,1,5000000.0,2500,1,0.1,10,30,0,0,0,0.102923,0.180094,0.0,0.0
0.0086,1,5000000.0,2500,1,0.1,10,40,0,0,0,0.09642480000000002,0.194094,2.0096660289258113e-34,0.0
0.0086,1,5000000.0,2500,1,0.1,10,60,0,0,0,0.0799148,0.21650099999999997,0.0,8.038664115703245e-34
0.0086,1,5000000.0,2500,1,0.3,0.5,0,0,0,0,0.005210917916666668,0.0059892729166666665,1.1237184478079726e-08,3.0897049085144903e-09
0.0086,1,5000000.0,2500,1,0.3,0.5,10,0,0,0,0.005218347083333334,0.005932715000000001,1.1183503282427539e-08,3.258492826086953e-09
0.0086,1,5000000.0,2500,1,0.3,0.5,20,0,0,0,0.005220259166666667,0.005910082916666667,1.1424125216666679e-08,3.3947637432971093e-09
0.0086,1,5000000.0,2500,1,0.3,0.5,30,0,0,0,0.005002104166666667,0.005043873333333334,7.713067894710145e-08,8.528181870927535e-07
0.0086,1,5000000.0,2500,1,0.3,0.5,40,0,0,0,0.00522114375,0.005863552916666666,1.1925675007065235e-08,4.125980934601447e-09
0.0086,1,5000000.0,2500,1,0.3,0.5,60,0,0,0,0.005216689166666667,0.0058708399999999996,1.2566767755797084e-08,3.842917956521743e-09
0.0086,1,5000000.0,2500,1,0.3,2,0,0,0,0,0.0166496,0.156353,0.0,0.0
0.0086,1,5000000.0,2500,1,0.3,2,10,0,0,0,0.0212397,0.170503,0.0,0.0
0.0086,1,5000000.0,2500,1,0.3,2,20,0,0,0,0.0202002,0.18142,0.0,0.0
0.0086,1,5000000.0,2500,1,0.3,2,30,0,0,0,0.016169,0.190294,0.0,0.0
0.0086,1,5000000.0,2500,1,0.3,2,40,0,0,0,0.009760725416666666,0.19727874999999997,3.3364297563405807e-09,1.1918478260869123e-09
0.0086,1,5000000.0,2500,1,0.3,2,60,0,0,0,0.00958436,0.0681991,0.0,0.0
0.0086,1,5000000.0,2500,1,0.3,5,0,0,0,0,0.0132004,0.042927799999999995,0.0,5.024165072314528e-35
0.0086,1,5000000.0,2500,1,0.3,5,10,0,0,0,0.018904029166666666,0.161669375,2.817925369112318e-06,0.00034585780189673915
0.0086,1,5000000.0,2500,1,0.3,5,20,0,0,0,0.01867455,0.0594504625,1.3810493043478267e-08,3.821222285326093e-07
0.0086,1,5000000.0,2500,1,0.3,5,30,0,0,0,0.0205694,0.0630805,0.0,0.0
0.0086,1,5000000.0,2500,1,0.3,5,40,0,0,0,0.0217677,0.0666251,0.0,0.0
0.0086,1,5000000.0,2500,1,0.3,5,60,0,0,0,0.0228371,0.072673,0.0,0.0
0.0086,1,5000000.0,2500,1,0.3,8,0,0,0,0,0.0271397,0.0540865,0.0,0.0
0.0086,1,5000000.0,2500,1,0.3,8,10,0,0,0,0.0295412,0.060326899999999996,0.0,5.024165072314528e-35
0.0086,1,5000000.0,2500,1,0.3,8,20,0,0,0,0.030668700000000004,0.0651927,1.256041268078632e-35,0.0
0.0086,1,5000000.0,2500,1,0.3,8,30,0,0,0,0.0311131,0.0692005,0.0,0.0
0.0086,1,5000000.0,2500,1,0.3,8,40,0,0,0,0.0311099,0.0726052,0.0,0.0
0.0086,1,5000000.0,2500,1,0.3,8,60,0,0,0,0.0301705,0.0780679,0.0,0.0
0.0086,1,5000000.0,2500,1,0.3,10,0,0,0,0,0.0375761,0.0573532,0.0,0.0
0.0086,1,5000000.0,2500,1,0.3,10,10,0,0,0,0.038594,0.0641575,0.0,0.0
0.0086,1,5000000.0,2500,1,0.3,10,20,0,0,0,0.0385865,0.0694081,0.0,0.0
0.0086,1,5000000.0,2500,1,0.3,10,30,0,0,0,0.0379545,0.0736232,0.0,0.0
0.0086,1,5000000.0,2500,1,0.3,10,40,0,0,0,0.0369021,0.0770616,0.0,0.0
0.0086,1,5000000.0,2500,1,0.3,10,60,0,0,0,0.0339357,0.0821083,0.0,0.0
0.0086,1,5000000.0,2500,1,0.6,0.5,0,0,0,0,0.005180133333333333,0.005901155000000001,1.4927026510144912e-08,4.586831759999994e-08
0.0086,1,5000000.0,2500,1,0.6,0.5,10,0,0,0,0.005219677083333335,0.0059269591666666665,1.137958253460144e-08,3.3121956949275292e-09
0.0086,1,5000000.0,2500,1,0.6,0.5,20,0,0,0,0.005168929583333333,0.005756660416666666,1.9105696925905765e-08,9.125623901286234e-08
0.0086,1,5000000.0,2500,1,0.6,0.5,30,0,0,0,0.005219649999999999,0.005866358749999999,1.15466907130435e-08,5.223202585326094e-09
0.0086,1,5000000.0,2500,1,0.6,0.5,40,0,0,0,0.005222487916666667,0.005864926249999999,1.1839477434601433e-08,4.061959998369571e-09
0.0086,1,5000000.0,2500,1,0.6,0.5,60,0,0,0,0.005214026666666666,0.005829251666666667,1.2978648223188407e-08,7.904641944927534e-09
0.0086,1,5000000.0,2500,1,0.6,2,0,0,0,0,0.0051891825,0.006014849166666667,1.1370657741304352e-08,4.628757207971028e-09
0.0086,1,5000000.0,2500,1,0.6,2,10,0,0,0,0.005114371666666667,0.005599595833333334,3.4974438475362315e-08,2.744803454862319e-07
0.0086,1,5000000.0,2500,1,0.6,2,20,0,0,0,0.005186512916666666,0.005856231250000001,1.5326839438949282e-08,2.4157070646195653e-08
0.0086,1,5000000.0,2500,1,0.6,2,30,0,0,0,0.005209645416666666,0.005897894166666667,1.305446275634058e-08,4.529689181884049e-09
0.0086,1,5000000.0,2500,1,0.6,2,40,0,0,0,0.005197217083333334,0.005856235416666667,1.4868983291123181e-08,1.1265762338949273e-08
0.0086,1,5000000.0,2500,1,0.6,2,60,0,0,0,0.0053922449999999995,0.007209366250000001,3.65042838147826e-07,1.2495720587711411e-05
0.0086,1,5000000.0,2500,1,0.6,5,0,0,0,0,0.006959089166666666,0.0331773,1.6666666666468706e-17,0.0
0.0086,1,5000000.0,2500,1,0.6,5,10,0,0,0,0.00801711,0.0391316,0.0,0.0
0.0086,1,5000000.0,2500,1,0.6,5,20,0,0,0,0.00830975,0.04439479999999999,0.0,5.024165072314528e-35
0.0086,1,5000000.0,2500,1,0.6,5,30,0,0,0,0.00825476,0.049453500000000004,0.0,5.024165072314528e-35
0.0086,1,5000000.0,2500,1,0.6,5,40,0,0,0,0.00824948,0.054484300000000006,0.0,5.024165072314528e-35
0.0086,1,5000000.0,2500,1,0.6,5,60,0,0,0,0.00908302,0.0634144,0.0,0.0
0.0086,1,5000000.0,2500,1,0.6,8,0,0,0,0,0.0086874,0.0338458,0.0,0.0
0.0086,1,5000000.0,2500,1,0.6,8,10,0,0,0,0.00920112,0.0399824,0.0,0.0
0.0086,1,5000000.0,2500,1,0.6,8,20,0,0,0,0.00910888,0.0452556,0.0,0.0
0.0086,1,5000000.0,2500,1,0.6,8,30,0,0,0,0.00870012,0.0500628,0.0,0.0
0.0086,1,5000000.0,2500,1,0.6,8,40,0,0,0,0.00815254,0.054591499999999994,0.0,5.024165072314528e-35
0.0086,1,5000000.0,2500,1,0.6,8,60,0,0,0,0.014953799999999998,0.263187,3.14010317019658e-36,0.0
0.0086,1,5000000.0,2500,1,0.6,10,0,0,0,0,0.00793778,0.0343316,0.0,0.0
0.0086,1,5000000.0,2500,1,0.6,10,10,0,0,0,0.007450164583333333,0.04152930833333333,2.4107686851824273e-06,2.112475443405796e-06
0.0086,1,5000000.0,2500,1,0.6,10,20,0,0,0,0.009591332499999999,0.099099775,3.2763608524689126e-05,4.8757847746304336e-05
0.0086,1,5000000.0,2500,1,0.6,10,30,0,0,0,0.006160701166666667,0.05841542083333334,3.561029744686049e-05,9.585477913650365e-05
0.0086,1,5000000.0,2500,1,0.6,10,40,0,0,0,0.007660912291666666,0.2537582916666667,3.5346737091129976e-06,1.7182056340579563e-07
0.0086,1,5000000.0,2500,1,0.6,10,60,0,0,0,0.0200637,0.259358,0.0,0.0
0.0086,1,5000000.0,2500,1,0.9,0.5,0,0,0,0,0.0052008495833333335,0.00598706875,1.1332482073731882e-08,3.41281468967391e-09
0.0086,1,5000000.0,2500,1,0.9,0.5,10,0,0,0,0.0051813775,0.005790623333333332,1.9519714436956534e-08,9.138569302318841e-08
0.0086,1,5000000.0,2500,1,0.9,0.5,20,0,0,0,0.005216622083333333,0.0058777125,1.2206767304166677e-08,6.964859219565199e-09
0.0086,1,5000000.0,2500,1,0.9,0.5,30,0,0,0,0.005195050416666667,0.005780977916666667,1.5834712995471e-08,4.826773660851449e-08
0.0086,1,5000000.0,2500,1,0.9,0.5,40,0,0,0,0.00522525125,0.0058787275,1.177801087228261e-08,3.4887519152173925e-09
0.0086,1,5000000.0,2500,1,0.9,0.5,60,0,0,0,0.005216093333333334,0.005814827916666667,1.3079877031884066e-08,1.1736633851992747e-08
0.0086,1,5000000.0,2500,1,0.9,2,0,0,0,0,0.0052042720833333335,0.005995539166666667,1.13913128432971e-08,3.2737633036231908e-09
0.0086,1,5000000.0,2500,1,0.9,2,10,0,0,0,0.005151461666666667,0.005668455416666667,3.501151911884054e-08,2.7573373953894923e-07
0.0086,1,5000000.0,2500,1,0.9,2,20,0,0,0,0.0051123775,0.005495282916666667,5.090036939347828e-08,4.6897960400416666e-07
0.0086,1,5000000.0,2500,1,0.9,2,30,0,0,0,0.0052195425,0.005896257500000001,1.1802355315217416e-08,3.699308349999998e-09
0.0086,1,5000000.0,2500,1,0.9,2,40,0,0,0,0.005216651666666666,0.005882182499999999,1.2233393127536238e-08,4.254518332608693e-09
0.0086,1,5000000.0,2500,1,0.9,2,60,0,0,0,0.005203586666666667,0.0058144970833333325,1.5915151049275353e-08,2.2331799917210143e-08
0.0086,1,5000000.0,2500,1,0.9,5,0,0,0,0,0.005213489166666666,0.0059336075,1.0708623773188419e-08,1.0558225784782613e-08
0.0086,1,5000000.0,2500,1,0.9,5,10,0,0,0,0.005171379166666666,0.00571192625,2.6322192912318866e-08,1.8921786290271737e-07
0.0086,1,5000000.0,2500,1,0.9,5,20,0,0,0,0.005238229166666667,0.005895370833333333,9.75000052971013e-09,3.300563625362316e-09
0.0086,1,5000000.0,2500,1,0.9,5,30,0,0,0,0.005245682083333334,0.005880780416666666,9.397730730253649e-09,3.0771300389492782e-09
0.0086,1,5000000.0,2500,1,0.9,5,40,0,0,0,0.004716902916666667,0.004002911666666667,1.1464947396068838e-07,1.2347111682144927e-06
0.0086,1,5000000.0,2500,1,0.9,5,60,0,0,0,0.005223424999999999,0.005788675,1.5065221582608717e-08,4.088894742608692e-08
0.0086,1,5000000.0,2500,1,0.9,8,0,0,0,0,0.004983240000000001,0.005122480416666666,9.313457760869567e-08,8.838751330824276e-07
0.0086,1,5000000.0,2500,1,0.9,8,10,0,0,0,0.0052395112499999995,0.0059103525,9.87558870706522e-09,3.242539036956522e-09
0.0086,1,5000000.0,2500,1,0.9,8,20,0,0,0,0.005240165416666667,0.005888054583333333,9.713394791123206e-09,3.5865692346014354e-09
0.0086,1,5000000.0,2500,1,0.9,8,30,0,0,0,0.005240525,0.005855818750000001,9.740524452173914e-09,7.036314950543462e-09
0.0086,1,5000000.0,2500,1,0.9,8,40,0,0,0,0.005245972499999999,0.005874474583333333,9.633358941304344e-09,3.098829556340585e-09
0.0086,1,5000000.0,2500,1,0.9,8,60,0,0,0,0.005216638333333333,0.005747762083333333,1.696794666666667e-08,7.169828201721012e-08
0.0086,1,5000000.0,2500,1,0.9,10,0,0,0,0,0.005187791666666667,0.0058563608333333335,2.0099080223188433e-08,1.284253794514493e-07
0.0086,1,5000000.0,2500,1,0.9,10,10,0,0,0,0.00506561625,0.0052977420833333335,7.394249388532613e-08,7.204462233302536e-07
0.0086,1,5000000.0,2500,1,0.9,10,20,0,0,0,0.005242098333333334,0.005893485833333332,9.754223962318849e-09,3.1898944253623206e-09
0.0086,1,5000000.0,2500,1,0.9,10,30,0,0,0,0.00518175125,0.0056486395833333335,3.060948323749998e-08,2.4775918231721017e-07
0.0086,1,5000000.0,2500,1,0.9,10,40,0,0,0,0.00524674625,0.005873538333333333,9.584667772282626e-09,3.083920379710142e-09
